Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
19/11/2016,Everton,SwanseaCity,1,1,D
19/11/2016,ManchesterUnited,Arsenal,1,1,D
19/11/2016,Southampton,Liverpool,0,0,D
19/11/2016,StokeCity,Bournemouth,0,1,A
19/11/2016,Sunderland,HullCity,3,0,H
19/11/2016,TottenhamHotspur,WestHamUnited,3,2,H
19/11/2016,Watford,LeicesterCity,2,1,H
06/11/2016,Arsenal,TottenhamHotspur,1,1,D
06/11/2016,HullCity,Southampton,2,1,H
06/11/2016,LeicesterCity,WestBromwichAlbion,1,2,A
06/11/2016,Liverpool,Watford,6,1,H
06/11/2016,SwanseaCity,ManchesterUnited,1,3,A
05/11/2016,Bournemouth,Sunderland,1,2,A
05/11/2016,Burnley,CrystalPalace,3,2,H
05/11/2016,Chelsea,Everton,5,0,H
05/11/2016,ManchesterCity,Middlesbrough,1,1,D
05/11/2016,WestHamUnited,StokeCity,1,1,D
31/10/2016,StokeCity,SwanseaCity,3,1,H
30/10/2016,Everton,WestHamUnited,2,0,H
30/10/2016,Southampton,Chelsea,0,2,A
29/10/2016,CrystalPalace,Liverpool,2,4,A
29/10/2016,ManchesterUnited,Burnley,0,0,D
29/10/2016,Middlesbrough,Bournemouth,2,0,H
29/10/2016,Sunderland,Arsenal,1,4,A
29/10/2016,TottenhamHotspur,LeicesterCity,1,1,D
29/10/2016,Watford,HullCity,1,0,H
29/10/2016,WestBromwichAlbion,ManchesterCity,0,4,A
23/10/2016,Chelsea,ManchesterUnited,4,0,H
23/10/2016,ManchesterCity,Southampton,1,1,D
22/10/2016,Arsenal,Middlesbrough,0,0,D
22/10/2016,Bournemouth,TottenhamHotspur,0,0,D
22/10/2016,Burnley,Everton,2,1,H
22/10/2016,HullCity,StokeCity,0,2,A
22/10/2016,LeicesterCity,CrystalPalace,3,1,H
22/10/2016,Liverpool,WestBromwichAlbion,2,1,H
22/10/2016,SwanseaCity,Watford,0,0,D
22/10/2016,WestHamUnited,Sunderland,1,0,H
17/10/2016,Liverpool,ManchesterUnited,0,0,D
16/10/2016,Middlesbrough,Watford,0,1,A
16/10/2016,Southampton,Burnley,3,1,H
15/10/2016,Arsenal,SwanseaCity,3,2,H
15/10/2016,Bournemouth,HullCity,6,1,H
15/10/2016,Chelsea,LeicesterCity,3,0,H
15/10/2016,CrystalPalace,WestHamUnited,0,1,A
15/10/2016,ManchesterCity,Everton,1,1,D
15/10/2016,StokeCity,Sunderland,2,0,H
15/10/2016,WestBromwichAlbion,TottenhamHotspur,1,1,D
02/10/2016,Burnley,Arsenal,0,1,A
02/10/2016,LeicesterCity,Southampton,0,0,D
02/10/2016,ManchesterUnited,StokeCity,1,1,D
02/10/2016,TottenhamHotspur,ManchesterCity,2,0,H
01/10/2016,HullCity,Chelsea,0,2,A
01/10/2016,Sunderland,WestBromwichAlbion,1,1,D
01/10/2016,SwanseaCity,Liverpool,1,2,A
01/10/2016,Watford,Bournemouth,2,2,D
01/10/2016,WestHamUnited,Middlesbrough,1,1,D
30/09/2016,Everton,CrystalPalace,1,1,D
26/09/2016,Burnley,Watford,2,0,H
25/09/2016,WestHamUnited,Southampton,0,3,A
24/09/2016,Arsenal,Chelsea,3,0,H
24/09/2016,Bournemouth,Everton,1,0,H
24/09/2016,Liverpool,HullCity,5,1,H
24/09/2016,ManchesterUnited,LeicesterCity,4,1,H
24/09/2016,Middlesbrough,TottenhamHotspur,1,2,A
24/09/2016,StokeCity,WestBromwichAlbion,1,1,D
24/09/2016,Sunderland,CrystalPalace,2,3,A
24/09/2016,SwanseaCity,ManchesterCity,1,3,A
18/09/2016,CrystalPalace,StokeCity,4,1,H
18/09/2016,Southampton,SwanseaCity,1,0,H
18/09/2016,TottenhamHotspur,Sunderland,1,0,H
18/09/2016,Watford,ManchesterUnited,3,1,H
17/09/2016,Everton,Middlesbrough,3,1,H
17/09/2016,HullCity,Arsenal,1,4,A
17/09/2016,LeicesterCity,Burnley,3,0,H
17/09/2016,ManchesterCity,Bournemouth,4,0,H
17/09/2016,WestBromwichAlbion,WestHamUnited,4,2,H
16/09/2016,Chelsea,Liverpool,1,2,A
12/09/2016,Sunderland,Everton,0,3,A
11/09/2016,SwanseaCity,Chelsea,2,2,D
10/09/2016,Arsenal,Southampton,2,1,H
10/09/2016,Bournemouth,WestBromwichAlbion,1,0,H
10/09/2016,Burnley,HullCity,1,1,D
10/09/2016,Liverpool,LeicesterCity,4,1,H
10/09/2016,ManchesterUnited,ManchesterCity,1,2,A
10/09/2016,Middlesbrough,CrystalPalace,1,2,A
10/09/2016,StokeCity,TottenhamHotspur,0,4,A
10/09/2016,WestHamUnited,Watford,2,4,A
28/08/2016,ManchesterCity,WestHamUnited,3,1,H
28/08/2016,WestBromwichAlbion,Middlesbrough,0,0,D
27/08/2016,Chelsea,Burnley,3,0,H
27/08/2016,CrystalPalace,Bournemouth,1,1,D
27/08/2016,Everton,StokeCity,1,0,H
27/08/2016,HullCity,ManchesterUnited,0,1,A
27/08/2016,LeicesterCity,SwanseaCity,2,1,H
27/08/2016,Southampton,Sunderland,1,1,D
27/08/2016,TottenhamHotspur,Liverpool,1,1,D
27/08/2016,Watford,Arsenal,1,3,A
21/08/2016,Sunderland,Middlesbrough,1,2,A
21/08/2016,WestHamUnited,Bournemouth,1,0,H
20/08/2016,Burnley,Liverpool,2,0,H
20/08/2016,LeicesterCity,Arsenal,0,0,D
20/08/2016,StokeCity,ManchesterCity,1,4,A
20/08/2016,SwanseaCity,HullCity,0,2,A
20/08/2016,TottenhamHotspur,CrystalPalace,1,0,H
20/08/2016,Watford,Chelsea,1,2,A
20/08/2016,WestBromwichAlbion,Everton,1,2,A
19/08/2016,ManchesterUnited,Southampton,2,0,H
15/08/2016,Chelsea,WestHamUnited,2,1,H
14/08/2016,Arsenal,Liverpool,3,4,A
14/08/2016,Bournemouth,ManchesterUnited,1,3,A
13/08/2016,Burnley,SwanseaCity,0,1,A
13/08/2016,CrystalPalace,WestBromwichAlbion,0,1,A
13/08/2016,Everton,TottenhamHotspur,1,1,D
13/08/2016,HullCity,LeicesterCity,2,1,H
13/08/2016,ManchesterCity,Sunderland,2,1,H
13/08/2016,Middlesbrough,StokeCity,1,1,D
13/08/2016,Southampton,Watford,1,1,D
17/05/2016,ManchesterUnited,Bournemouth,3,1,H
15/05/2016,Arsenal,AstonVilla,4,0,H
15/05/2016,Chelsea,LeicesterCity,1,1,D
15/05/2016,Everton,Norwich,3,0,H
15/05/2016,Newcastle,TottenhamHotspur,5,1,H
15/05/2016,Southampton,CrystalPalace,4,1,H
15/05/2016,StokeCity,WestHamUnited,2,1,H
15/05/2016,SwanseaCity,ManchesterCity,1,1,D
15/05/2016,Watford,Sunderland,2,2,D
15/05/2016,WestBromwichAlbion,Liverpool,1,1,D
11/05/2016,Liverpool,Chelsea,1,1,D
11/05/2016,Norwich,Watford,4,2,H
11/05/2016,Sunderland,Everton,3,0,H
10/05/2016,WestHamUnited,ManchesterUnited,3,2,H
08/05/2016,Liverpool,Watford,2,0,H
08/05/2016,ManchesterCity,Arsenal,2,2,D
08/05/2016,TottenhamHotspur,Southampton,1,2,A
07/05/2016,AstonVilla,Newcastle,0,0,D
07/05/2016,Bournemouth,WestBromwichAlbion,1,1,D
07/05/2016,CrystalPalace,StokeCity,2,1,H
07/05/2016,LeicesterCity,Everton,3,1,H
07/05/2016,Norwich,ManchesterUnited,0,1,A
07/05/2016,Sunderland,Chelsea,3,2,H
07/05/2016,WestHamUnited,SwanseaCity,1,4,A
02/05/2016,Chelsea,TottenhamHotspur,2,2,D
01/05/2016,ManchesterUnited,LeicesterCity,1,1,D
01/05/2016,Southampton,ManchesterCity,4,2,H
01/05/2016,SwanseaCity,Liverpool,3,1,H
30/04/2016,Arsenal,Norwich,1,0,H
30/04/2016,Everton,Bournemouth,2,1,H
30/04/2016,Newcastle,CrystalPalace,1,0,H
30/04/2016,StokeCity,Sunderland,1,1,D
30/04/2016,Watford,AstonVilla,3,2,H
30/04/2016,WestBromwichAlbion,WestHamUnited,0,3,A
25/04/2016,TottenhamHotspur,WestBromwichAlbion,1,1,D
24/04/2016,LeicesterCity,SwanseaCity,4,0,H
24/04/2016,Sunderland,Arsenal,0,0,D
23/04/2016,AstonVilla,Southampton,2,4,A
23/04/2016,Bournemouth,Chelsea,1,4,A
23/04/2016,Liverpool,Newcastle,2,2,D
23/04/2016,ManchesterCity,StokeCity,4,0,H
21/04/2016,Arsenal,WestBromwichAlbion,2,0,H
20/04/2016,Liverpool,Everton,4,0,H
20/04/2016,ManchesterUnited,CrystalPalace,2,0,H
20/04/2016,WestHamUnited,Watford,3,1,H
19/04/2016,Newcastle,ManchesterCity,1,1,D
18/04/2016,StokeCity,TottenhamHotspur,0,4,A
17/04/2016,Arsenal,CrystalPalace,1,1,D
17/04/2016,Bournemouth,Liverpool,1,2,A
17/04/2016,LeicesterCity,WestHamUnited,2,2,D
16/04/2016,Chelsea,ManchesterCity,0,3,A
16/04/2016,Everton,Southampton,1,1,D
16/04/2016,ManchesterUnited,AstonVilla,1,0,H
16/04/2016,Newcastle,SwanseaCity,3,0,H
16/04/2016,Norwich,Sunderland,0,3,A
16/04/2016,WestBromwichAlbion,Watford,0,1,A
13/04/2016,CrystalPalace,Everton,0,0,D
10/04/2016,Liverpool,StokeCity,4,1,H
10/04/2016,Sunderland,LeicesterCity,0,2,A
10/04/2016,TottenhamHotspur,ManchesterUnited,3,0,H
09/04/2016,AstonVilla,Bournemouth,1,2,A
09/04/2016,CrystalPalace,Norwich,1,0,H
09/04/2016,ManchesterCity,WestBromwichAlbion,2,1,H
09/04/2016,Southampton,Newcastle,3,1,H
09/04/2016,SwanseaCity,Chelsea,1,0,H
09/04/2016,Watford,Everton,1,1,D
09/04/2016,WestHamUnited,Arsenal,3,3,D
03/04/2016,LeicesterCity,Southampton,1,0,H
03/04/2016,ManchesterUnited,Everton,1,0,H
02/04/2016,Arsenal,Watford,4,0,H
02/04/2016,AstonVilla,Chelsea,0,4,A
02/04/2016,Bournemouth,ManchesterCity,0,4,A
02/04/2016,Liverpool,TottenhamHotspur,1,1,D
02/04/2016,Norwich,Newcastle,3,2,H
02/04/2016,StokeCity,SwanseaCity,2,2,D
02/04/2016,Sunderland,WestBromwichAlbion,0,0,D
02/04/2016,WestHamUnited,CrystalPalace,2,2,D
20/03/2016,ManchesterCity,ManchesterUnited,0,1,A
20/03/2016,Newcastle,Sunderland,1,1,D
20/03/2016,Southampton,Liverpool,3,2,H
20/03/2016,TottenhamHotspur,Bournemouth,3,0,H
19/03/2016,Chelsea,WestHamUnited,2,2,D
19/03/2016,CrystalPalace,LeicesterCity,0,1,A
19/03/2016,Everton,Arsenal,0,2,A
19/03/2016,SwanseaCity,AstonVilla,1,0,H
19/03/2016,Watford,StokeCity,1,2,A
19/03/2016,WestBromwichAlbion,Norwich,0,1,A
14/03/2016,LeicesterCity,Newcastle,1,0,H
13/03/2016,AstonVilla,TottenhamHotspur,0,2,A
12/03/2016,Bournemouth,SwanseaCity,3,2,H
12/03/2016,Norwich,ManchesterCity,0,0,D
12/03/2016,StokeCity,Southampton,1,2,A
06/03/2016,CrystalPalace,Liverpool,1,2,A
06/03/2016,WestBromwichAlbion,ManchesterUnited,1,0,H
05/03/2016,Chelsea,StokeCity,1,1,D
05/03/2016,Everton,WestHamUnited,2,3,A
05/03/2016,ManchesterCity,AstonVilla,4,0,H
05/03/2016,Newcastle,Bournemouth,1,3,A
05/03/2016,Southampton,Sunderland,1,1,D
05/03/2016,SwanseaCity,Norwich,1,0,H
05/03/2016,TottenhamHotspur,Arsenal,2,2,D
05/03/2016,Watford,LeicesterCity,0,1,A
02/03/2016,Arsenal,SwanseaCity,1,2,A
02/03/2016,Liverpool,ManchesterCity,3,0,H
02/03/2016,ManchesterUnited,Watford,1,0,H
02/03/2016,StokeCity,Newcastle,1,0,H
02/03/2016,WestHamUnited,TottenhamHotspur,1,0,H
01/03/2016,AstonVilla,Everton,1,3,A
01/03/2016,Bournemouth,Southampton,2,0,H
01/03/2016,LeicesterCity,WestBromwichAlbion,2,2,D
01/03/2016,Norwich,Chelsea,1,2,A
01/03/2016,Sunderland,CrystalPalace,2,2,D
28/02/2016,TottenhamHotspur,SwanseaCity,2,1,H
28/02/2016,ManchesterUnited,Arsenal,3,2,H
27/02/2016,LeicesterCity,Norwich,1,0,H
27/02/2016,Southampton,Chelsea,1,2,A
27/02/2016,StokeCity,AstonVilla,2,1,H
27/02/2016,Watford,Bournemouth,0,0,D
27/02/2016,WestBromwichAlbion,CrystalPalace,3,2,H
27/02/2016,WestHamUnited,Sunderland,1,0,H
14/02/2016,Arsenal,LeicesterCity,2,1,H
14/02/2016,AstonVilla,Liverpool,0,6,A
14/02/2016,ManchesterCity,TottenhamHotspur,1,2,A
13/02/2016,Bournemouth,StokeCity,1,3,A
13/02/2016,Chelsea,Newcastle,5,1,H
13/02/2016,CrystalPalace,Watford,1,2,A
13/02/2016,Everton,WestBromwichAlbion,0,1,A
13/02/2016,Norwich,WestHamUnited,2,2,D
13/02/2016,Sunderland,ManchesterUnited,2,1,H
13/02/2016,SwanseaCity,Southampton,0,1,A
07/02/2016,Bournemouth,Arsenal,0,2,A
07/02/2016,Chelsea,ManchesterUnited,1,1,D
06/02/2016,AstonVilla,Norwich,2,0,H
06/02/2016,Liverpool,Sunderland,2,2,D
06/02/2016,ManchesterCity,LeicesterCity,1,3,A
06/02/2016,Newcastle,WestBromwichAlbion,1,0,H
06/02/2016,Southampton,WestHamUnited,1,0,H
06/02/2016,StokeCity,Everton,0,3,A
06/02/2016,SwanseaCity,CrystalPalace,1,1,D
06/02/2016,TottenhamHotspur,Watford,1,0,H
03/02/2016,Everton,Newcastle,3,0,H
03/02/2016,Watford,Chelsea,0,0,D
02/02/2016,Arsenal,Southampton,0,0,D
02/02/2016,CrystalPalace,Bournemouth,1,2,A
02/02/2016,LeicesterCity,Liverpool,2,0,H
02/02/2016,ManchesterUnited,StokeCity,3,0,H
02/02/2016,Norwich,TottenhamHotspur,0,3,A
02/02/2016,Sunderland,ManchesterCity,0,1,A
02/02/2016,WestBromwichAlbion,SwanseaCity,1,1,D
02/02/2016,WestHamUnited,AstonVilla,2,0,H
24/01/2016,Arsenal,Chelsea,0,1,A
24/01/2016,Everton,SwanseaCity,1,2,A
23/01/2016,CrystalPalace,TottenhamHotspur,1,3,A
23/01/2016,LeicesterCity,StokeCity,3,0,H
23/01/2016,ManchesterUnited,Southampton,0,1,A
23/01/2016,Norwich,Liverpool,4,5,A
23/01/2016,Sunderland,Bournemouth,1,1,D
23/01/2016,Watford,Newcastle,2,1,H
23/01/2016,WestBromwichAlbion,AstonVilla,0,0,D
23/01/2016,WestHamUnited,ManchesterCity,2,2,D
18/01/2016,SwanseaCity,Watford,1,0,H
17/01/2016,Liverpool,ManchesterUnited,0,1,A
17/01/2016,StokeCity,Arsenal,0,0,D
16/01/2016,AstonVilla,LeicesterCity,1,1,D
16/01/2016,Bournemouth,Norwich,3,0,H
16/01/2016,Chelsea,Everton,3,3,D
16/01/2016,ManchesterCity,CrystalPalace,4,0,H
16/01/2016,Newcastle,WestHamUnited,2,1,H
16/01/2016,Southampton,WestBromwichAlbion,3,0,H
16/01/2016,TottenhamHotspur,Sunderland,4,1,H
13/01/2016,Chelsea,WestBromwichAlbion,2,2,D
13/01/2016,Liverpool,Arsenal,3,3,D
13/01/2016,ManchesterCity,Everton,0,0,D
13/01/2016,Southampton,Watford,2,0,H
13/01/2016,StokeCity,Norwich,3,1,H
13/01/2016,SwanseaCity,Sunderland,2,4,A
13/01/2016,TottenhamHotspur,LeicesterCity,0,1,A
12/01/2016,AstonVilla,CrystalPalace,1,0,H
12/01/2016,Bournemouth,WestHamUnited,1,3,A
12/01/2016,Newcastle,ManchesterUnited,3,3,D
03/01/2016,CrystalPalace,Chelsea,0,3,A
03/01/2016,Everton,TottenhamHotspur,1,1,D
02/01/2016,Arsenal,Newcastle,1,0,H
02/01/2016,LeicesterCity,Bournemouth,0,0,D
02/01/2016,ManchesterUnited,SwanseaCity,2,1,H
02/01/2016,Norwich,Southampton,1,0,H
02/01/2016,Sunderland,AstonVilla,3,1,H
02/01/2016,Watford,ManchesterCity,1,2,A
02/01/2016,WestBromwichAlbion,StokeCity,2,1,H
02/01/2016,WestHamUnited,Liverpool,2,0,H
30/12/2015,Sunderland,Liverpool,0,1,A
29/12/2015,LeicesterCity,ManchesterCity,0,0,D
28/12/2015,Arsenal,Bournemouth,2,0,H
28/12/2015,CrystalPalace,SwanseaCity,0,0,D
28/12/2015,Everton,StokeCity,3,4,A
28/12/2015,ManchesterUnited,Chelsea,0,0,D
28/12/2015,Norwich,AstonVilla,2,0,H
28/12/2015,Watford,TottenhamHotspur,1,2,A
28/12/2015,WestBromwichAlbion,Newcastle,1,0,H
28/12/2015,WestHamUnited,Southampton,2,1,H
26/12/2015,AstonVilla,WestHamUnited,1,1,D
26/12/2015,Bournemouth,CrystalPalace,0,0,D
26/12/2015,Chelsea,Watford,2,2,D
26/12/2015,Liverpool,LeicesterCity,1,0,H
26/12/2015,ManchesterCity,Sunderland,4,1,H
26/12/2015,Newcastle,Everton,0,1,A
26/12/2015,Southampton,Arsenal,4,0,H
26/12/2015,StokeCity,ManchesterUnited,2,0,H
26/12/2015,SwanseaCity,WestBromwichAlbion,1,0,H
26/12/2015,TottenhamHotspur,Norwich,3,0,H
21/12/2015,Arsenal,ManchesterCity,2,1,H
20/12/2015,SwanseaCity,WestHamUnited,0,0,D
20/12/2015,Watford,Liverpool,3,0,H
19/12/2015,Chelsea,Sunderland,3,1,H
19/12/2015,Everton,LeicesterCity,2,3,A
19/12/2015,ManchesterUnited,Norwich,1,2,A
19/12/2015,Newcastle,AstonVilla,1,1,D
19/12/2015,Southampton,TottenhamHotspur,0,2,A
19/12/2015,StokeCity,CrystalPalace,1,2,A
19/12/2015,WestBromwichAlbion,Bournemouth,1,2,A
14/12/2015,LeicesterCity,Chelsea,2,1,H
13/12/2015,AstonVilla,Arsenal,0,2,A
13/12/2015,Liverpool,WestBromwichAlbion,2,2,D
13/12/2015,TottenhamHotspur,Newcastle,1,2,A
12/12/2015,Bournemouth,ManchesterUnited,2,1,H
12/12/2015,CrystalPalace,Southampton,1,0,H
12/12/2015,ManchesterCity,SwanseaCity,2,1,H
12/12/2015,Norwich,Everton,1,1,D
12/12/2015,Sunderland,Watford,0,1,A
12/12/2015,WestHamUnited,StokeCity,0,0,D
07/12/2015,Everton,CrystalPalace,1,1,D
06/12/2015,Newcastle,Liverpool,2,0,H
05/12/2015,Arsenal,Sunderland,3,1,H
05/12/2015,Chelsea,Bournemouth,0,1,A
05/12/2015,ManchesterUnited,WestHamUnited,0,0,D
05/12/2015,Southampton,AstonVilla,1,1,D
05/12/2015,StokeCity,ManchesterCity,2,0,H
05/12/2015,SwanseaCity,LeicesterCity,0,3,A
05/12/2015,Watford,Norwich,2,0,H
05/12/2015,WestBromwichAlbion,TottenhamHotspur,1,1,D
29/11/2015,Liverpool,SwanseaCity,1,0,H
29/11/2015,Norwich,Arsenal,1,1,D
29/11/2015,TottenhamHotspur,Chelsea,0,0,D
29/11/2015,WestHamUnited,WestBromwichAlbion,1,1,D
28/11/2015,AstonVilla,Watford,2,3,A
28/11/2015,Bournemouth,Everton,3,3,D
28/11/2015,CrystalPalace,Newcastle,5,1,H
28/11/2015,LeicesterCity,ManchesterUnited,1,1,D
28/11/2015,ManchesterCity,Southampton,3,1,H
28/11/2015,Sunderland,StokeCity,2,0,H
23/11/2015,CrystalPalace,Sunderland,0,1,A
22/11/2015,TottenhamHotspur,WestHamUnited,4,1,H
21/11/2015,Chelsea,Norwich,1,0,H
21/11/2015,Everton,AstonVilla,4,0,H
21/11/2015,ManchesterCity,Liverpool,1,4,A
21/11/2015,Newcastle,LeicesterCity,0,3,A
21/11/2015,Southampton,StokeCity,0,1,A
21/11/2015,SwanseaCity,Bournemouth,2,2,D
21/11/2015,Watford,ManchesterUnited,1,2,A
21/11/2015,WestBromwichAlbion,Arsenal,2,1,H
08/11/2015,Arsenal,TottenhamHotspur,1,1,D
08/11/2015,AstonVilla,ManchesterCity,0,0,D
08/11/2015,Liverpool,CrystalPalace,1,2,A
07/11/2015,Bournemouth,Newcastle,0,1,A
07/11/2015,LeicesterCity,Watford,2,1,H
07/11/2015,ManchesterUnited,WestBromwichAlbion,2,0,H
07/11/2015,Norwich,SwanseaCity,1,0,H
07/11/2015,StokeCity,Chelsea,1,0,H
07/11/2015,Sunderland,Southampton,0,1,A
07/11/2015,WestHamUnited,Everton,1,1,D
02/11/2015,TottenhamHotspur,AstonVilla,3,1,H
01/11/2015,Everton,Sunderland,6,2,H
01/11/2015,Southampton,Bournemouth,2,0,H
31/10/2015,Chelsea,Liverpool,1,3,A
31/10/2015,CrystalPalace,ManchesterUnited,0,0,D
31/10/2015,ManchesterCity,Norwich,2,1,H
31/10/2015,Newcastle,StokeCity,0,0,D
31/10/2015,SwanseaCity,Arsenal,0,3,A
31/10/2015,Watford,WestHamUnited,2,0,H
31/10/2015,WestBromwichAlbion,LeicesterCity,2,3,A
25/10/2015,Bournemouth,TottenhamHotspur,1,5,A
25/10/2015,Liverpool,Southampton,1,1,D
25/10/2015,ManchesterUnited,ManchesterCity,0,0,D
25/10/2015,Sunderland,Newcastle,3,0,H
24/10/2015,Arsenal,Everton,2,1,H
24/10/2015,AstonVilla,SwanseaCity,1,2,A
24/10/2015,LeicesterCity,CrystalPalace,1,0,H
24/10/2015,Norwich,WestBromwichAlbion,0,1,A
24/10/2015,StokeCity,Watford,0,2,A
24/10/2015,WestHamUnited,Chelsea,2,1,H
19/10/2015,SwanseaCity,StokeCity,0,1,A
18/10/2015,Newcastle,Norwich,6,2,H
17/10/2015,Chelsea,AstonVilla,2,0,H
17/10/2015,CrystalPalace,WestHamUnited,1,3,A
17/10/2015,Everton,ManchesterUnited,0,3,A
17/10/2015,ManchesterCity,Bournemouth,5,1,H
17/10/2015,Southampton,LeicesterCity,2,2,D
17/10/2015,TottenhamHotspur,Liverpool,0,0,D
17/10/2015,Watford,Arsenal,0,3,A
17/10/2015,WestBromwichAlbion,Sunderland,1,0,H
04/10/2015,Arsenal,ManchesterUnited,3,0,H
04/10/2015,Everton,Liverpool,1,1,D
04/10/2015,SwanseaCity,TottenhamHotspur,2,2,D
03/10/2015,AstonVilla,StokeCity,0,1,A
03/10/2015,Bournemouth,Watford,1,1,D
03/10/2015,Chelsea,Southampton,1,3,A
03/10/2015,CrystalPalace,WestBromwichAlbion,2,0,H
03/10/2015,ManchesterCity,Newcastle,6,1,H
03/10/2015,Norwich,LeicesterCity,1,2,A
03/10/2015,Sunderland,WestHamUnited,2,2,D
28/09/2015,WestBromwichAlbion,Everton,2,3,A
27/09/2015,Watford,CrystalPalace,0,1,A
26/09/2015,LeicesterCity,Arsenal,2,5,A
26/09/2015,Liverpool,AstonVilla,3,2,H
26/09/2015,ManchesterUnited,Sunderland,3,0,H
26/09/2015,Newcastle,Chelsea,2,2,D
26/09/2015,Southampton,SwanseaCity,3,1,H
26/09/2015,StokeCity,Bournemouth,2,1,H
26/09/2015,TottenhamHotspur,ManchesterCity,4,1,H
26/09/2015,WestHamUnited,Norwich,2,2,D
20/09/2015,Liverpool,Norwich,1,1,D
20/09/2015,Southampton,ManchesterUnited,2,3,A
20/09/2015,TottenhamHotspur,CrystalPalace,1,0,H
19/09/2015,AstonVilla,WestBromwichAlbion,0,1,A
19/09/2015,Bournemouth,Sunderland,2,0,H
19/09/2015,Chelsea,Arsenal,2,0,H
19/09/2015,ManchesterCity,WestHamUnited,1,2,A
19/09/2015,Newcastle,Watford,1,2,A
19/09/2015,StokeCity,LeicesterCity,2,2,D
19/09/2015,SwanseaCity,Everton,0,0,D
14/09/2015,WestHamUnited,Newcastle,2,0,H
13/09/2015,LeicesterCity,AstonVilla,3,2,H
13/09/2015,Sunderland,TottenhamHotspur,0,1,A
12/09/2015,Arsenal,StokeCity,2,0,H
12/09/2015,CrystalPalace,ManchesterCity,0,1,A
12/09/2015,Everton,Chelsea,3,1,H
12/09/2015,ManchesterUnited,Liverpool,3,1,H
12/09/2015,Norwich,Bournemouth,3,1,H
12/09/2015,Watford,SwanseaCity,1,0,H
12/09/2015,WestBromwichAlbion,Southampton,0,0,D
30/08/2015,Southampton,Norwich,3,0,H
30/08/2015,SwanseaCity,ManchesterUnited,2,1,H
29/08/2015,AstonVilla,Sunderland,2,2,D
29/08/2015,Bournemouth,LeicesterCity,1,1,D
29/08/2015,Chelsea,CrystalPalace,1,2,A
29/08/2015,Liverpool,WestHamUnited,0,3,A
29/08/2015,ManchesterCity,Watford,2,0,H
29/08/2015,Newcastle,Arsenal,0,1,A
29/08/2015,StokeCity,WestBromwichAlbion,0,1,A
29/08/2015,TottenhamHotspur,Everton,0,0,D
